"","year","area","street","street2","html"
"1",2011,"birmingham","AcocksGreen","acocks green","One & Two"
"2",2011,"birmingham","AdderlyStreet","adderly street","Some ñ ndash"
"3",2011,"birmingham","AlcesterRaodMosley"," alcester raod, mosley","Ä300"
"4",2011,"birmingham","alcesterroad","alcester road","alcester†road"
"5",2011,"birmingham","alcesterroadmoseley","alcester road moseley","""That silly man"""
"6",2011,"birmingham","AlcesterRoadMoseley","alcester road moseley","<html>"
"7",2011,"birmingham","AlfredStreet","alfred street","One & Two"
"8",2011,"birmingham","AllserviceclubMosley"," all service club, mosley","Some ñ ndash"
"9",2011,"birmingham","AlumRockRoad","alum rock road","Ä300"
"10",2011,"birmingham","AlumRockRoad","alum rock road","alcester†road"
"11",2011,"birmingham","AlumRockRoad","alum rock road","""That silly man"""
"12",2011,"birmingham","AlumRockRoad","alum rock road","<html>"
"13",2011,"birmingham","arcadiancentre","arcadian centre","One & Two"
"14",2011,"birmingham","ArdenRoadSaltley"," arden road, saltley","Some ñ ndash"
"15",2011,"birmingham","AsdaChemsleyWood"," asda, chemsley wood","Ä300"
"16",2011,"birmingham","BalsahllHeathParkJWBrightonroad"," balsahll heath park, j/w brighton road","alcester†road"
"17",2011,"birmingham","BamfordRoad","bamford road","""That silly man"""
"18",2011,"birmingham","BamfordRoad","bamford road","<html>"
"19",2011,"birmingham","BeechBrookAvenueSparkhill","beechbrook avenue sparkhill","One & Two"
"20",2011,"birmingham","BelchersLane","belchers lane","Some ñ ndash"
"21",2011,"birmingham","BelchersLane","belchers lane","Ä300"
"22",2011,"birmingham","BelchersLane","belchers lane","alcester†road"
"23",2011,"birmingham","BelchersLaneBordesleyGreen"," belchers lane, bordesley green","""That silly man"""
"24",2011,"birmingham","BellStreet","bell street","<html>"
"25",2011,"birmingham","BerkleyRdEastHaymills"," berkley rd east ,  haymills.","One & Two"
"26",2011,"birmingham","birminghamairport","birmingham airport","Some ñ ndash"
"27",2011,"birmingham","BirminghamInternationalrailwaystation","birmingham international railway station","Ä300"
"28",2011,"birmingham","BordesleyGreen","bordesley green","alcester†road"
"29",2011,"birmingham","BordesleyGreenBordesleyGreen"," bordesley green ,  bordesley green.","""That silly man"""
"30",2011,"birmingham","BristolRoad","bristol road","<html>"
"31",2011,"birmingham","BristolStreet","bristol street","One & Two"
"32",2011,"birmingham","BroadStreet","broad street","Some ñ ndash"
"33",2011,"birmingham","BroadStreet","broad street","Ä300"
"34",2011,"birmingham","BroadStreetBirmingham","broad street birmingham","alcester†road"
"35",2011,"birmingham","BucklandEndLaneShardEnd","buckland end lane shard end","""That silly man"""
"36",2011,"birmingham","BullsHeadPHStMarysRow"," bulls head ph, st marys row","<html>"
"37",2011,"birmingham","BushburyRoadKittsGreen"," bushbury road, kitts green",""
"38",2011,"birmingham","CharticeRoad","chartice road",""
"39",2011,"birmingham","ChestnutRoad","chestnut road",""
"40",2011,"birmingham","churchrdstechford"," church rd, stechford",""
"41",2011,"birmingham","ChurchRoadSheldon"," church road, sheldon",""
"42",2011,"birmingham","CliffordRDDorridge","clifford rd dorridge.",""
"43",2011,"birmingham","ClockLane","clock lane",""
"44",2011,"birmingham","ColonialroadBordesleyGreen"," colonial road, bordesley green`",""
"45",2011,"birmingham","CorporationStBirmingham"," corporation st,birmingham",""
"46",2011,"birmingham","corporationstreet","corporation street",""
"47",2011,"birmingham","CoventryrdSmallheath","coventry rd small heath",""
"48",2011,"birmingham","COVENTRYRDSMALLHEATHBHAM"," coventry rd, small heath, bham",""
"49",2011,"birmingham","CoventryRoad","coventry road",""
"50",2011,"birmingham","CoventryRoad","coventry road",""
"51",2011,"birmingham","CoventryRoad","coventry road",""
"52",2011,"birmingham","CoventryRoad","coventry road",""
"53",2011,"birmingham","CoventryRoad","coventry road",""
"54",2011,"birmingham","CoventryroadSmallheath"," coventry road, small heath",""
"55",2011,"birmingham","CoventryRoadSmallHeath"," coventry road, small heath",""
"56",2011,"birmingham","coventryroadsmallheath"," coventry road,small heath",""
"57",2011,"birmingham","CranesParkRoad","cranes park road",""
"58",2011,"birmingham","CranesParkRoadSheldon","cranes park road sheldon",""
"59",2011,"birmingham","crossfieldroad","crossfield road",""
"60",2011,"birmingham","CrossfieldsRoadKittsGreen","crossfields road kitts green",""
"61",2011,"birmingham","cxhurchrdstechfordbham"," cxhurch rd, stechford, bham",""
"62",2011,"birmingham","digbethhighstreet","digbeth high street",""
"63",2011,"birmingham","Edgbastonroad","edgbaston road",""
"64",2011,"birmingham","EdwardRoadMoseley","edward road. moseley",""
"65",2011,"birmingham","FightingCoxPH","fighting cox ph",""
"66",2011,"birmingham","Foremansroadsparkhill"," foremans road, sparkhill",""
"67",2011,"birmingham","frontofficekingsheath"," front office, kings heath",""
"68",2011,"birmingham","GarrettsGreenRoadGarrettsGreen"," garretts green road, garretts green",""
"69",2011,"birmingham","GilesClose","giles close",""
"70",2011,"birmingham","GILESCLOSESTECHFORD"," giles close, stechford",""
"71",2011,"birmingham","glazedaleroad","glazedale road",""
"72",2011,"birmingham","GospelFarmRoad","gospel farm road",""
"73",2011,"birmingham","GospelFarmRoad","gospel farm road",""
"74",2011,"birmingham","gospellane","gospel lane",""
"75",2011,"birmingham","gospellane","gospel lane",""
"76",2011,"birmingham","GospelLane","gospel lane",""
"77",2011,"birmingham","Gospellaneacocksgreen"," gospel lane, acocks green",""
"78",2011,"birmingham","GraceChurchSuttonColdfield"," grace church, sutton coldfield",""
"79",2011,"birmingham","GreatHamptonStreet","great hampton street",""
"80",2011,"birmingham","GreenLane","green lane",""
"81",2011,"birmingham","GreswelllaneShardEnd","greswell lane shard end",""
"82",2011,"birmingham","HarlequindriveMosley"," harlequin drive, mosley",""
"83",2011,"birmingham","HaslucksGreenRoad","haslucks green road",""
"84",2011,"birmingham","HazeldeanRoad","hazeldean road",""
"85",2011,"birmingham","HeartlandsHospital","heartlands hospital",""
"86",2011,"birmingham","HeartlandsHospital","heartlands hospital",""
"87",2011,"birmingham","HeartlandsHospitalAE","heartlands hospital a & e.",""
"88",2011,"birmingham","HeartlandsHospitalAE","heartlands hospital a & e.",""
"89",2011,"birmingham","heartlandshospitalAE","heartlands hospital a & e.",""
"90",2011,"birmingham","HepbenGrove","hepben grove",""
"91",2011,"birmingham","HerrickRoad","herrick road",""
"92",2011,"birmingham","HerrickRoadWashwoodHeath"," herrick road, washwood heath",""
"93",2011,"birmingham","HerrickRoadWashwoodHeath"," herrick road, washwood heath",""
"94",2011,"birmingham","HighStSolihull","high st solihull",""
"95",2011,"birmingham","HIGHSTREETKINGSHEATH","high street kings heath",""
"96",2011,"birmingham","HighStreetKingsHeath","high street kings heath",""
"97",2011,"birmingham","highstreetkingsheath"," high street, kings heath",""
"98",2011,"birmingham","HobMoorRoadatStarbankRoad","hob moor road at starbank road",""
"99",2011,"birmingham","HollowayheadBhamCitycentre","holloway head bham city centre",""
"100",2011,"birmingham","HollywellRoad","hollywell road",""
"101",2011,"birmingham","homeaddress","home address",""
"102",2011,"birmingham","HomeAddress","home address",""
"103",2011,"birmingham","Homerstreet","homer street",""
"104",2011,"birmingham","HuntersMoonPublichouse","hunters moon public house.",""
"105",2011,"birmingham","HurstStreet","hurst street",""
"106",2011,"birmingham","HurstStreet","hurst street",""
"107",2011,"birmingham","HurstStreet","hurst street",""
"108",2011,"birmingham","HurstStreetBirmingham"," hurst street, birmingham",""
"109",2011,"birmingham","KingsHeathHighStreet","kings heath high street",""
"110",2011,"birmingham","KNOWLERDSMALLHEATHBHAM"," knowle rd, small heath, bham",""
"111",2011,"birmingham","ladypoolRoad","ladypool road",""
"112",2011,"birmingham","ladypoolRoad","ladypool road",""
"113",2011,"birmingham","LadywellWalk","ladywell walk",""
"114",2011,"birmingham","LeaHallRD","lea hall rd",""
"115",2011,"birmingham","LeaHallrd","lea hall rd",""
"116",2011,"birmingham","LeaVillageStechford"," lea village, stechford",""
"117",2011,"birmingham","LenchesCloseMosley"," lenches close, mosley",""
"118",2011,"birmingham","LimeTreeRoad","lime tree road",""
"119",2011,"birmingham","LodeLaneHermitageRoad","lode lane @ hermitage road",""
"120",2011,"birmingham","Longstreet","long street",""
"121",2011,"birmingham","LongStreetSparkhill","long street. sparkhill",""
"122",2011,"birmingham","LongbridgeLane","longbridge lane",""
"123",2011,"birmingham","LONGMEADOWCRESCENTSHARDENDBHAM"," longmeadow crescent shard end , bham",""
"124",2011,"birmingham","MaccadownLane","maccadown lane",""
"125",2011,"birmingham","masshouselane","masshouse lane",""
"126",2011,"birmingham","MeadwaymStechford","meadwaym stechford",""
"127",2011,"birmingham","MickleoverRoadBromford"," mickleover road, bromford",""
"128",2011,"birmingham","moorcroftroad","moorcroft road",""
"129",2011,"birmingham","MoseleyRoad","moseley road",""
"130",2011,"birmingham","moseleyroad","moseley road",""
"131",2011,"birmingham","moseleyroad","moseley road",""
"132",2011,"birmingham","moseleyroad","moseley road",""
"133",2011,"birmingham","MoseleyVillage","moseley village",""
"134",2011,"birmingham","MoseleyVillage","moseley village",""
"135",2011,"birmingham","MoseleyVillageAlcesterroad"," moseley village, alcester road",""
"136",2011,"birmingham","MosleyAllServicesClubChurchRoadMoseley"," mosley all services club, church road, moseley.",""
"137",2011,"birmingham","NearlandsCloseQuinton","nearlands close quinton",""
"138",2011,"birmingham","newstreet","new street",""
"139",2011,"birmingham","NorthfieldHighStreet","northfield high street",""
"140",2011,"birmingham","OSBEHANSHIGHFIELDROADBILLESLEY"," o/s behans, highfield road, billesley",""
"141",2011,"birmingham","OSThejunctionMosleyVillage"," o/s the junction, mosley village",""
"142",2011,"birmingham","OSWashwoodHeathroad","o/s washwood heath road",""
"143",2011,"birmingham","OakhillRoadAcocksGreen"," oakhill road, acocks green",""
"144",2011,"birmingham","Oppwhitehartlanecookslane","opp white hart lane cooks lane",""
"145",2011,"birmingham","OppositeALDIStratfordRoad"," opposite, aldi, stratford road",""
"146",2011,"birmingham","OutsideJavaloungeAlcesterRoad","outside java lounge alcester road",""
"147",2011,"birmingham","OutsideOAcademyNightClubBhamCityCentre","outside o2 academy night club b'ham city centre",""
"148",2011,"birmingham","outsideravenpublichouse","outside raven public house",""
"149",2011,"birmingham","PackingtonAvenueShardEnd"," packington avenue, shard end",""
"150",2011,"birmingham","parkoffhobmoorroad","park off hob moor road",""
"151",2011,"birmingham","ParkhallCroft","parkhall croft",""
"152",2011,"birmingham","PearTreePH","pear tree ph",""
"153",2011,"birmingham","Policestation","police station",""
"154",2011,"birmingham","PoliceStationStechford","police station stechford",""
"155",2011,"birmingham","poplarroad","poplar road",""
"156",2011,"birmingham","Poplarroad","poplar road",""
"157",2011,"birmingham","poplarroadsolihull"," poplar road , solihull",""
"158",2011,"birmingham","poplarroadsolihull"," poplar road, solihull",""
"159",2011,"birmingham","PrestonRoad","preston road",""
"160",2011,"birmingham","PrioryRoadHallGreen"," priory road, hall green",""
"161",2011,"birmingham","prospectroad","prospect road",""
"162",2011,"birmingham","queenswoodroad","queenswood road",""
"163",2011,"birmingham","rearofbootshighstreet"," rear of boots, high street",""
"164",2011,"birmingham","REDDINGSLANETSYLEY"," reddings lane, tsyley",""
"165",2011,"birmingham","RichmondPrimaryCareCentreRichmondRoadStechford"," richmond primary care centre, richmond road, stechford",""
"166",2011,"birmingham","ringroadstourbridge"," ring road, stourbridge",""
"167",2011,"birmingham","sainsburyswawrickroad"," sainsburys, wawrick road",""
"168",2011,"birmingham","sainsburysalcesterroadsouth","sainsburys. alcester road south",""
"169",2011,"birmingham","SandfordRoadMoseley","sandford road moseley",""
"170",2011,"birmingham","SareholeMill","sarehole mill",""
"171",2011,"birmingham","SedgemereRoad","sedgemere road",""
"172",2011,"birmingham","ShirleyRoad","shirley road",""
"173",2011,"birmingham","SHirleyRoad","shirley road",""
"174",2011,"birmingham","SnowHill","snow hill",""
"175",2011,"birmingham","SolihullLane","solihull lane",""
"176",2011,"birmingham","StMarysRoadMoseley"," st mary's road, moseley",""
"177",2011,"birmingham","StMarysRow","st marys row",""
"178",2011,"birmingham","stationroad","station road",""
"179",2011,"birmingham","StationWayBirminghamInternationalrailStation"," station way, birmingham international rail station",""
"180",2011,"birmingham","Stechfordfrontoffice","stechford front office",""
"181",2011,"birmingham","StechfordPS","stechford p.s.",""
"182",2011,"birmingham","StechfordRetailPark","stechford retail park.",""
"183",2011,"birmingham","StonehengecroftDruidsheath","stonehenge croft druids heath",""
"184",2011,"birmingham","StoneyLane","stoney lane",""
"185",2011,"birmingham","StoneyLane","stoney lane",""
"186",2011,"birmingham","stoneylane","stoney lane",""
"187",2011,"birmingham","STRATFORDHEATHSPARKHILLBIRMINGHAM"," stratford heath, spark hill, birmingham",""
"188",2011,"birmingham","stratfordroad","stratford road",""
"189",2011,"birmingham","Stratfordroad","stratford road",""
"190",2011,"birmingham","StratfordRoad","stratford road",""
"191",2011,"birmingham","stratfordroadhallgreen"," stratford road, hall green",""
"192",2011,"birmingham","stratfordroads","stratford roads",""
"193",2011,"birmingham","StuartRoadStechford"," stuart road, stechford",""
"194",2011,"birmingham","talbortstreet","talbort street",""
"195",2011,"birmingham","TauntonRoad","taunton road",""
"196",2011,"birmingham","Tavistockroad","tavistock road",""
"197",2011,"birmingham","Theavenue","the avenue",""
"198",2011,"birmingham","Thepaertreepub","the paer tree pub",""
"199",2011,"birmingham","TrafalgerRoad","trafalger road",""
"200",2011,"birmingham","WakegreenRoad","wake green road",""
"201",2011,"birmingham","WardEndRoad","ward end road",""
"202",2011,"birmingham","WarwickRoad","warwick road",""
"203",2011,"birmingham","WarwickRoad","warwick road",""
"204",2011,"birmingham","WarwickRoad","warwick road",""
"205",2011,"birmingham","WarwickRoad","warwick road",""
"206",2011,"birmingham","WarwickRoad","warwick road",""
"207",2011,"birmingham","WarwickRoadTysley","warwick road tysley",""
"208",2011,"birmingham","Washlane","wash lane",""
"209",2011,"birmingham","WashfordHeathRoad","washford heath road",""
"210",2011,"birmingham","WashwoodHeathpub","washwood heath pub",""
"211",2011,"birmingham","WASHWOODHEATHRDWASHWOODHEATHBHAM"," washwood heath rd, washwood heath, bham",""
"212",2011,"birmingham","WashwoodHeathroad","washwood heath road",""
"213",2011,"birmingham","WashwoodHeathRoad","washwood heath road",""
"214",2011,"birmingham","WashwoodHeathRoad","washwood heath road",""
"215",2011,"birmingham","WashwoodHeathRoad","washwood heath road",""
"216",2011,"birmingham","WateryLaneMiddlewayBirmingham"," watery lane middleway, birmingham",""
"217",2011,"birmingham","wawrickroad","wawrick road",""
"218",2011,"birmingham","WelshfarmRoadQuinton"," welshfarm road, quinton",""
"219",2011,"birmingham","WestleyRoad","westley road",""
"220",2011,"birmingham","WestleyRoadAcocksGreen"," westley road, acocks green",""
"221",2011,"birmingham","WhiteHartPublicHouse","white hart public house",""
"222",2011,"birmingham","WhiteHartPublicHouse","white hart public house",""
"223",2011,"birmingham","WhiteheartpubGressellLane"," whiteheart pub, gressell lane",""
"224",2011,"birmingham","WilliamHillBookmakersWashwoodHeathRoad"," william hill bookmakers, washwood heath road",""
"225",2011,"birmingham","WilliamHillBookmakersWashwoodHeathRoad"," william hill bookmakers, washwood heath road",""
"226",2011,"birmingham","WilliamHillWashwoodHeathRoad","william hill washwood heath road",""
"227",2011,"birmingham","WindwardRoad","windward road",""
"228",2011,"birmingham","WindwardRoad","windward road",""
"229",2011,"birmingham","WoodEndRoadErdington"," wood end road, erdington",""
"230",2011,"birmingham","Woodbridgeroadmoseley"," woodbridge road, moseley",""
"231",2011,"birmingham","WrightStreet","wright street",""
"232",2011,"birmingham","yardleygreenroad","yardley green road",""
"233",2011,"birmingham","yardleyroadacocksgreen","yardley road acocks green",""
"234",2011,"birmingham","YardleyWoodRoad","yardley wood road",""
"235",2011,"birmingham","YardleyWoodRoad","yardley wood road",""
"236",2011,"birmingham","YewTreecarpark","yew tree car park",""
"237",2011,"birmingham","YewTreeLane","yew tree lane",""
"238",2011,"birmingham","YewTreepublichousecarpark","yew tree public house car park.",""
"239",2011,"birmingham","ArmadaPubSladeRoadErdingtonBirmingham"," armada pub, slade road, erdington, birmingham",""
"240",2011,"birmingham","ArmardaPubGravellyHill"," armarda pub,  gravelly hill",""
"241",2011,"birmingham","ArmardaPubGravellyHill"," armarda pub, gravelly hill",""
"242",2011,"birmingham","BADGERSBANKROAD","badgers bank road",""
"243",2011,"birmingham","BaldmoorLakeRoadErdingtonBirmingham"," baldmoor lake road, erdington, birmingham.",""
"244",2011,"birmingham","bandywoodRdkingstanding"," bandywood rd, kingstanding",""
"245",2011,"birmingham","BeckenhamRoad","beckenham road",""
"246",2011,"birmingham","BeechesWalk","beeches walk",""
"247",2011,"birmingham","BIRMINGHAMRD","birmingham rd",""
"248",2011,"birmingham","BIRMINGHAMRD","birmingham rd",""
"249",2011,"birmingham","BirminghamRdSC"," birmingham rd, sc",""
"250",2011,"birmingham","BirminghamRoad","birmingham road",""
"251",2011,"birmingham","BirminghamRoad","birmingham road",""
"252",2011,"birmingham","birminghamroadsutton","birmingham road sutton",""
"253",2011,"birmingham","BirminghamRoadErdington"," birmingham road, erdington",""
"254",2011,"birmingham","BirminghamRoadSuttonColdfield"," birmingham road, sutton coldfield",""
"255",2011,"birmingham","BirminghamRoadSuttonColdfield"," birmingham road, sutton coldfield",""
"256",2011,"birmingham","BOWLINGGREENCLOSE","bowling green close",""
"257",2011,"birmingham","BracebridgeRoadErdington"," bracebridge road, erdington",""
"258",2011,"birmingham","brassingtonavenue","brassington avenue",""
"259",2011,"birmingham","BromfordLane","bromford lane",""
"260",2011,"birmingham","BromfordLaneErdingtonBham"," bromford lane, erdington, b'ham",""
"261",2011,"birmingham","BrookvaleparkRoad","brookvale park road",""
"262",2011,"birmingham","CarhamptonRoadFalconLodgeSuttonColfield"," carhampton road, falcon lodge, sutton colfield",""
"263",2011,"birmingham","CarshaltonRoad","carshalton road",""
"264",2011,"birmingham","carshorltonRoad","carshorlton road",""
"265",2011,"birmingham","chesterrd","chester rd",""
"266",2011,"birmingham","CHESTERROAD","chester road",""
"267",2011,"birmingham","ChesterRoadHallsgardenCentre"," chester road, halls garden centre",""
"268",2011,"birmingham","CHURCHRDATCHESTERRD","church rd at chester rd",""
"269",2011,"birmingham","CollegeRoadKingstandingBham"," college road, kingstanding, b'ham",""
"270",2011,"birmingham","CollegeRoadKingstandingBham"," college road, kingstanding, b'ham",""
"271",2011,"birmingham","CopshillCourtMountViewSuttonColdfield"," copshill court, mount view, sutton coldfield",""
"272",2011,"birmingham","DovedaleRoadErdingtonBham"," dovedale road, erdington, b'ham",""
"273",2011,"birmingham","DownsideRoadErdingtonBham"," downside road, erdington, b'ham",""
"274",2011,"birmingham","EachelhurtRoadErdington"," eachelhurt road, erdington",""
"275",2011,"birmingham","ERDINGTONHALLROAD","erdington hall road",""
"276",2011,"birmingham","ERDINGTONHALLROAD","erdington hall road",""
"277",2011,"birmingham","ErdingtonHighStreet","erdington high street",""
"278",2011,"birmingham","FenthamRoadErdingtonBham"," fentham road, erdington, b'ham",""
"279",2011,"birmingham","FINCHLEYROAD","finchley road",""
"280",2011,"birmingham","FinchleyRoadKingstandingBham"," finchley road, kingstanding, b'ham",""
"281",2011,"birmingham","GEORGEFREDERICKROAD","george frederick road",""
"282",2011,"birmingham","GoldenPondtakeawayBoldmereRoad","golden pond take away ‚â„õ‚ê boldmere road",""
"283",2011,"birmingham","goodhopehospital","good hope hospital",""
"284",2011,"birmingham","GracechurchCentre","gracechurch centre",""
"285",2011,"birmingham","GracechurchcentreoutsideSupercigs"," gracechurch centre, outside supercigs",""
"286",2011,"birmingham","GraceChurchShoppingCentreSuttonColdfield"," gracechurch shopping centre, sutton coldfield",""
"287",2011,"birmingham","grassedareapypehayespark"," grassed area , pype hayes park....",""
"288",2011,"birmingham","Gravelleylane","gravelley lane",""
"289",2011,"birmingham","Gravelleylane","gravelley lane",""
"290",2011,"birmingham","Gravelleylane","gravelley lane",""
"291",2011,"birmingham","GravellyLaneErdingtonBirmingham"," gravelly lane, erdington, birmingham",""
"292",2011,"birmingham","hairylemonpubsuttoncoldfield","hairy lemon pub .sutton coldfield",""
"293",2011,"birmingham","hairylemonpubsuttoncoldfield","hairy lemon pub .sutton coldfield",""
"294",2011,"birmingham","HermatigeRoad","hermatige road",""
"295",2011,"birmingham","HermatigeRoad","hermatige road",""
"296",2011,"birmingham","HERMITAGEDRIVE","hermitage drive",""
"297",2011,"birmingham","HighStreet","high street",""
"298",2011,"birmingham","highstreeterdington","high street erdington",""
"299",2011,"birmingham","highstreeterdington"," high street, erdington",""
"300",2011,"birmingham","HighStreetErdington"," high street, erdington",""
"301",2011,"birmingham","HighStreetSC"," high street, s/c",""
"302",2011,"birmingham","HighStreetSC"," high street, s/c",""
"303",2011,"birmingham","HightStErdINGTON","hight st erdington",""
"304",2011,"birmingham","HUNTONHILL","hunton hill",""
"305",2011,"birmingham","KFCretailoutletErdingtonHighstreet"," kfc retail outlet , erdington high street",""
"306",2011,"birmingham","KingsburyRoadErdingtonBham"," kingsbury road, erdington, b'ham",""
"307",2011,"birmingham","KingstandingCircle","kingstanding circle",""
"308",2011,"birmingham","LadywellWalkBirmingham"," ladywell walk, birmingham",""
"309",2011,"birmingham","LandsdownRoad","landsdown road",""
"310",2011,"birmingham","LICHFIELDROADMEREGREEN"," lichfield road, mere green",""
"311",2011,"birmingham","LICHFIELDROADSUTTONCOLDFIELD"," lichfield road, sutton coldfield",""
"312",2011,"birmingham","LindridgeRoadSuttonColdfield"," lindridge road, sutton coldfield",""
"313",2011,"birmingham","littleastonlane","little aston lane",""
"314",2011,"birmingham","LONGFORDROAD","longford road",""
"315",2011,"birmingham","LongfordRoadKingstandingBham"," longford road, kingstanding, b'ham",""
"316",2011,"birmingham","lowerparade","lower parade",""
"317",2011,"birmingham","LOWERPARADE","lower parade",""
"318",2011,"birmingham","lowerparade","lower parade",""
"319",2011,"birmingham","lowerparade","lower parade",""
"320",2011,"birmingham","lowerparade","lower parade",""
"321",2011,"birmingham","lowerparade","lower parade",""
"322",2011,"birmingham","LOWERPARADE","lower parade",""
"323",2011,"birmingham","LowerParade","lower parade",""
"324",2011,"birmingham","LowerParade","lower parade",""
"325",2011,"birmingham","LOWERPARADE","lower parade",""
"326",2011,"birmingham","LowerParade","lower parade",""
"327",2011,"birmingham","LOWERPARADE","lower parade",""
"328",2011,"birmingham","LowerParade","lower parade",""
"329",2011,"birmingham","LOWERPARADE","lower parade",""
"330",2011,"birmingham","LOWERPARADE","lower parade",""
"331",2011,"birmingham","LowerParade","lower parade",""
"332",2011,"birmingham","LowerParade","lower parade",""
"333",2011,"birmingham","LowerParade","lower parade",""
"334",2011,"birmingham","LOWERPARADE","lower parade",""
"335",2011,"birmingham","lowerparadeSC","lower parade sc",""
"336",2011,"birmingham","LOWERPARADESUTTON","lower parade sutton",""
"337",2011,"birmingham","LowerParadeSuttonColdfield","lower parade sutton coldfield",""
"338",2011,"birmingham","lowerparade"," lower parade,",""
"339",2011,"birmingham","LowerparadeSutonColdfield"," lower parade, suton coldfield",""
"340",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"341",2011,"birmingham","lowerparadesuttoncoldfield"," lower parade, sutton coldfield",""
"342",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"343",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"344",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"345",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"346",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"347",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"348",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"349",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"350",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"351",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"352",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"353",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"354",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield",""
"355",2011,"birmingham","LowerParadeSuttonColdfieldtowncentre"," lower parade, sutton coldfield town centre",""
"356",2011,"birmingham","LowerParadeSuttonColdfieldtownCentre"," lower parade, sutton coldfield town centre",""
"357",2011,"birmingham","LowerParadeSuttonColdfield"," lower parade, sutton coldfield.",""
"358",2011,"birmingham","lydhamclose","lydham close",""
"359",2011,"birmingham","MillStreet","mill street",""
"360",2011,"birmingham","MillStreetSuttonColdfield"," mill street, sutton coldfield",""
"361",2011,"birmingham","moorhallhotel","moor hall hotel",""
"362",2011,"birmingham","MulberryCourtCarparkKingsRoadKingstandingBirmingham"," mulberry court carpark, kings road, kingstanding, birmingham",""
"363",2011,"birmingham","newhallwalkcarpark","newhall walk car park",""
"364",2011,"birmingham","newhallwalkcarpark","newhall walk car park",""
"365",2011,"birmingham","OSHA","o/s h/a",""
"366",2011,"birmingham","OsLittenTree","o/s litten tree",""
"367",2011,"birmingham","OSLittenTreeSCTownCentre"," o/s litten tree, s/c town centre",""
"368",2011,"birmingham","OSMooMooBarScTownCentre"," o/s moomoo bar, s/c town centre",""
"369",2011,"birmingham","osmoomoobarSouthparade"," o/s moomoo bar, south parade",""
"370",2011,"birmingham","osretro","o/s retro",""
"371",2011,"birmingham","OSRetroSouthparade"," o/s retro , south parade",""
"372",2011,"birmingham","OSRetros","o/s retros",""
"373",2011,"birmingham","OSRoyalHotelLichfieldRoad"," o/s royal hotel, lichfield road",""
"374",2011,"birmingham","ostemplebar","o/s temple bar",""
"375",2011,"birmingham","OSTempleBar","o/s temple bar",""
"376",2011,"birmingham","OSTempleBarHighStreet"," o/s temple bar, high street",""
"377",2011,"birmingham","OsTempleBarLowerParadeSuttonColdfield"," o/s temple bar, lower parade sutton coldfield.",""
"378",2011,"birmingham","OSTempleBarSCTownCentre"," o/s temple bar, s/c town centre",""
"379",2011,"birmingham","ostemplebarsuttoncoldfieldwestmilands"," o/s temple bar, sutton coldfield, west milands",""
"380",2011,"birmingham","osthehairylemon","o/s the hairy lemon",""
"381",2011,"birmingham","OnpavementoutsideTheRoyalHotel","on pavement outside the royal hotel",""
"382",2011,"birmingham","OurtsideRoyalPubLichfieldRoadSuttonColdfield"," ourtside royal pub, lichfield road, sutton coldfield",""
"383",2011,"birmingham","outsideGlendaleTowerLyndhurstEstate"," outside glendale tower, lyndhurst estate",""
"384",2011,"birmingham","OutsideLittenTreepubBirminghamRoadSuttonColdfield"," outside litten tree pub, birmingham road, sutton coldfield`",""
"385",2011,"birmingham","OutsideMooMooClubTownCentreSuttonColdfield"," outside moo moo club, town centre, sutton coldfield",""
"386",2011,"birmingham","OutsideMooMoonightclubSouthParade"," outside moo moo night club, south parade",""
"387",2011,"birmingham","OutsideTempleParadeLowerParade"," outside temple parade, lower parade",""
"388",2011,"birmingham","OutsidetheTempleBarLowerParadeSC"," outside the temple bar, lower parade, sc",""
"389",2011,"birmingham","PARADESUTTONCOLDFIELD","parade . sutton coldfield",""
"390",2011,"birmingham","paradeSC","parade sc",""
"391",2011,"birmingham","paradesuttoncoldfield","parade sutton coldfield",""
"392",2011,"birmingham","paradesuttoncoldfield","parade sutton coldfield",""
"393",2011,"birmingham","PARADESUTTONCOLDFIELD","parade sutton coldfield",""
"394",2011,"birmingham","paradesuttontown","parade sutton town",""
"395",2011,"birmingham","ParadeSuttonColdfield"," parade, sutton coldfield",""
"396",2011,"birmingham","ParadeSuttonColdfield"," parade, sutton coldfield",""
